id,repo,Title,Description,Assigned To
3862,inoScript,Unable to change case type,,JRLSLLC
3863,inoScript,Inovar directory not available via link on InoNet main page,,JRLSLLC
3864,inoScript,Shortage page is confusing,,JRLSLLC
3865,inoScript,Labor Tracking is not working,,JRLSLLC
3866,inoScript,yellow screen of death,,JRLSLLC
3867,inoScript,When filling shortages,,JRLSLLC
3868,inoScript,Shortages are not staying in process,,JRLSLLC
3869,inoScript,Serial Detail Time Stamps are reading as invalid,,JRLSLLC
3870,inoScript,PM History incorrect,,JRLSLLC
3871,inoScript,glitch in the kit audit/put away,,JRLSLLC
3872,inoScript,Labor Track Tab,,JRLSLLC
3873,inoScript,"Dustin Nichols name needs to be removed from the NCMR and NCR assignments and emails.  He no longer works in purchasing, and this is causing others to not action their issues.  Please use the buyer ID to assign NCMR and NCRs.",,JRLSLLC
3874,inoScript,MPNs that are not approved always show up,,JRLSLLC
3875,inoScript,Unable to Unapprove,,JRLSLLC
3876,inoScript,requ has all signatures,,JRLSLLC
3877,inoScript,Processing and New Shortages,,JRLSLLC
3878,inoScript,Shortage requests move up and down.,,JRLSLLC
3879,inoScript,Tecate Parts in Logan Cycle Counts,,JRLSLLC
3880,inoScript,CT Reports incorrect balance for 83655,,JRLSLLC
3881,inoScript,cant labor track,,JRLSLLC
3882,inoScript,Labor Duty Cycle broke,,JRLSLLC
3883,inoScript,82370 did not auto-close,,JRLSLLC
3884,inoScript,Cycle Count Running Slow,,JRLSLLC
3885,inoScript,Receiving,,JRLSLLC
3886,inoScript,Wont let us labor track,,JRLSLLC
3887,inoScript,Part not in designated kit,,JRLSLLC
3888,inoScript,COM for 121056-003 is signed but has not gone through,,JRLSLLC
3889,inoScript,no pallet location,,JRLSLLC
3890,inoScript,cannot sign COM request,,JRLSLLC
3891,inoScript,Cycle Count is showing different part number,,JRLSLLC
3892,inoScript,Count back- parts will not let us add to put away cart,,JRLSLLC
3893,inoScript,83413 is showing the incorrect hours in CapDash,,JRLSLLC
3894,inoScript,81301 and 84141 are showing in the wrong prioritization queue,,JRLSLLC
3895,inoScript,Almost every open COM has missing files.,,JRLSLLC
3896,inoScript,"I cant sign for Engineering / Change requests with all signatures are not disappearing,",,JRLSLLC
3897,inoScript,I am trying to sign off this COM,,JRLSLLC
3898,inoScript,I get an error when trying to sign a COM,,JRLSLLC
3899,inoScript,Server Error in /inoquote Application.,,JRLSLLC
3900,inoScript,COM stuck in limbo.,,JRLSLLC
3901,inoScript,Searching by description needs to be fixed still.,,JRLSLLC
3902,inoScript,"When I try to sign off a PC in COM, I get the white screen of death. When I go back into COM my signature is in the Quality Engineering box but not in the Product Engineering box. Normally it will add my signature to both.",,JRLSLLC
3903,inoScript,Stencil Label printing page is not functioning as normal,,JRLSLLC
3904,inoScript,AVL Issue,,JRLSLLC
3905,inoScript,82146 is showing the wrong amount of work remaining at select solder,,JRLSLLC
3906,inoScript,Paste wont scan into shortage page,,JRLSLLC
3907,inoScript,"Put Away Error, Cart # 8",,JRLSLLC
3908,inoScript,Cannot link programs to assembly dashboard,,JRLSLLC
3909,inoScript,unable to proccess shortages,,JRLSLLC
3910,inoScript,Requisition System just spins when adding a req.,,JRLSLLC
3911,inoScript,"count back put a part in a cart, but it isnt there",,JRLSLLC
3912,inoScript,Subs,,JRLSLLC
3913,inoScript,Error message when I save settings in CapDash,,JRLSLLC
3914,inoScript,Unit wont transfer when notes are too big,,JRLSLLC
3915,inoScript,Shipping a packing list doesnt ask what SO to tie it to,,JRLSLLC
3916,inoScript,Searched by description,,JRLSLLC
3917,inoScript,Count back is not recognizing some parts causing an error when trying to count back.,,JRLSLLC
3918,inoScript,Inactive part showing as active,,JRLSLLC
3919,inoScript,Missing Test Data sheets being presented when Test Data is actually present,,JRLSLLC
3920,inoScript,Doesnt work with Varex,,JRLSLLC
3921,inoScript,when opening bug que error comes across screen,,JRLSLLC
3922,inoScript,Asset drop down,,JRLSLLC
3923,inoScript,"The sample rate is incorrect for this box, its asking for 12 out of 10 samples.",,JRLSLLC
3924,inoScript,Red Lines,,JRLSLLC
3925,inoScript,Wont let me add any parts,,JRLSLLC
3926,inoScript,Units not moving out of MRB,,JRLSLLC
3927,inoScript,L3 Stack has incorrect information,,JRLSLLC
3928,inoScript,Too many MPNs,,JRLSLLC
3929,inoScript,All team members of proto that came in at shift change are unable to Labor Track.  It is giving them an error that they are currently tracking as a team member of another team.  Jake Norr sent Tom an email and he is aware.,,JRLSLLC
3930,inoScript,The labor tracking history no longer works,,JRLSLLC
3931,inoScript,78602 and 83868 are showing a large number of units/hr on the WCP page,,JRLSLLC
3932,inoScript,Unable to add Antony Torres to the team when labor tracking,,JRLSLLC
3933,inoScript,unable to pull YTD RMA data,,JRLSLLC
3934,inoScript,Wrong customer on the BOM,,JRLSLLC
3935,inoScript,Duplicate MPNs,,JRLSLLC
3936,inoScript,Cant edit very well,,JRLSLLC
3937,inoScript,"There has already been a  help desk submitted for this MAC address issue. The problem is with SN 8236500001 and when we scan it in SFT there is no MAC address available. When I look up the serial association, there is a MAC address associated with this se",,JRLSLLC
3938,inoScript,How to tell between logan and mexico,,JRLSLLC
3939,inoScript,"Theres a few TNR Top level units (PN 1000441174) that are having MAC address issues. This issue was fixed during a code post last week, but we believe that already affected units werent fixed. Issue being that Inonet does not provide an associated MAC a",,JRLSLLC
3940,inoScript,"SO 45053, part number CCA430047B rev 005 and 006 are not available",,JRLSLLC
3941,inoScript,Operators cant labor track. Drop down menu doesnt show anything.,,JRLSLLC
3942,inoScript,search is not working for serial# to find MAC ID issued,,JRLSLLC
3943,inoScript,Kit Audit Allows Wrong Revs of Sub Assembles to be scanned in,,JRLSLLC
3944,inoScript,On-Hand Page not showing all GUIDS in location,,JRLSLLC
3945,inoScript,Problem Kitting Subs,,JRLSLLC
3946,inoScript,Labor tracking team member glitch,,JRLSLLC
3947,inoScript,Cant transfer RMA Service Cell PCAs to final inspection.,,JRLSLLC
3948,inoScript,Cant transfer RMA PCAs out of RMA Service Cell,,JRLSLLC
3949,inoScript,Changes to the order of the columns in the main page of the WoDash do not hold.,,JRLSLLC
3950,inoScript,Bin Label does not generate a label,,JRLSLLC
3951,inoScript,"MAC address issue, again",,JRLSLLC
3952,inoScript,will not transfer,,JRLSLLC
3953,inoScript,rma board will not transfer out of sc,,JRLSLLC
3954,inoScript,82135 is showing incorrect hours remaining at THA,,JRLSLLC
3955,inoScript,The MAC Address is not showing up in item questions for Assembly 1000896244 serial number 8236500001.  Thanks for your help!,,JRLSLLC
3956,inoScript,Quantity Issue in Onhand,,JRLSLLC
3957,inoScript,Subs are not updating accurately in pink sheets,,JRLSLLC
3958,inoScript,Mesa 228129 is not loading cycle page,,JRLSLLC
3959,inoScript,The OOBA report seems to have an issue,,JRLSLLC
3960,inoScript,"Error with WO 83039 in shipping modue, packing list #138143",,JRLSLLC
3961,inoScript,Getting Error Message When I try to save a sales order in inonet,,JRLSLLC
3962,inoScript,Global AVL Did Not Work,,JRLSLLC
3963,inoScript,I cannot link this WO to a sales order,,JRLSLLC
3964,inoScript,"a part in stock, showing in stock, says its in a kit when adjusting",,JRLSLLC
3965,inoScript,Kit Audit Count Back Error,,JRLSLLC
3966,inoScript,Metrics email for week end (10-14) shows 0.,,JRLSLLC
3967,inoScript,EXT PRICE in PST does not reflect the remaining amount to be shipped.,,JRLSLLC
3968,inoScript,Test paperwork issue?,,JRLSLLC
3969,inoScript,Unable to add MX parts to this PO,,JRLSLLC
3970,inoScript,MAC Addresses not working,,JRLSLLC
3971,inoScript,"When I click on the Youve been recognized under my face, it gives me javascript: $(#dvRecognitionModal).modal(show); and the page is blank.",,JRLSLLC
3972,inoScript,chemical wont work in shortage page,,JRLSLLC
3973,inoScript,"Remaining time for 82800 at SMT is incorrect, see email for data.",,JRLSLLC
3974,inoScript,report is preloading information when you first go to report/ report is also still broken,,JRLSLLC
3975,inoScript,Broken Links in COM,,JRLSLLC
3976,inoScript,"I am getting an error The parameterized query (@assem nvarchar(13),@custno nvarchar(4000))select distinct acti expects the parameter @custno, which was not supplied. when I open this SO",,JRLSLLC
3977,inoScript,"When submitting a requisition that has an attached quote, purchasing cannot see the quote that we have attached. We have been contacted multiple times to provide them with quotes that they should already because we attached the file when making the requis",,JRLSLLC
3978,inoScript,Count Back,,JRLSLLC
3979,inoScript,"100033 has a 10/9/2019 material date in WoDash only, should match run ready and PST",,JRLSLLC
3980,inoScript,Error windows pop-up on the login screen,,JRLSLLC
3981,inoScript,Shortages not staying in process,,JRLSLLC
3982,inoScript,Receiving an error screen when trying to log back into Inonet,,JRLSLLC
3983,inoScript,Cannot Board move unit,,JRLSLLC
3984,inoScript,Preliminary WIs wont upload,,JRLSLLC
3985,inoScript,I have WO# 79767 that I need to add 1 more serial # to. when I am in the off line tab and usually when I click the add button it opens the work order an d lets me add the serials I need. this time nothing happens.  I need to add the serial # 3179 to the W,,JRLSLLC
3986,inoScript,There is no quote linked to this assembly but Quote #20190825-68_1 is complete and approved,,JRLSLLC
3987,inoScript,suppliers are getting an arror 404,,JRLSLLC
3988,inoScript,83755 shows a -2325 balance and is closed,,JRLSLLC
3989,inoScript,Adding a check box on the new requisition page,,JRLSLLC
3990,inoScript,Unable to add punch in and out times for 10/1 on operators,,JRLSLLC
3991,inoScript,Get error when accessing my active requisitions,,JRLSLLC
3992,inoScript,"when trying to use an rma work order number to order parts from inventory, the system says the work order is closed  even when it is not..  I am having to use a bogus open work order and then type the real work order number in the notes.  Example is rma",,JRLSLLC
3993,inoScript,Receiver name on label is wrong,,JRLSLLC
3994,inoScript,"When product is failed from an ooba box by production from the re screen tabduring the course of a re screen, they are recorded as a true ooba failure. These should not be recorded as a true ooba failure when they are failed during a re screen by producti",,JRLSLLC
3995,inoScript,I am seeing other customers on QE Disposition,,JRLSLLC
3996,inoScript,service cell dashboard is not working,,JRLSLLC
3997,inoScript,no labor tracking,,JRLSLLC
3998,inoScript,Rework instruction was linked to a particular work order yet other work order not selected from the PC in COM was extracting the new WI and not the old.,,JRLSLLC
3999,inoScript,Error occured while saving SO 45441,,JRLSLLC
4000,inoScript,Failed: Down Time hasnt been resolved in SMT for this shift.    Varex 8131600012,,JRLSLLC
4001,inoScript,Cant scan chemicals,,JRLSLLC
4002,inoScript,New Shortage Page (Sub Assembly Issues),,JRLSLLC
4003,inoScript,cannot move board because of smt downtime    8131600012,,JRLSLLC
4004,inoScript,Work center scan time isnt pulling data for a bunch of sections of the report,,JRLSLLC
4005,inoScript,Pending PDN Issues,,JRLSLLC
4006,inoScript,Link FAIR,,JRLSLLC
4007,inoScript,Unable to Sample boards out of OOBA,,JRLSLLC
4008,inoScript,on Quote# 20190918-669 for Wilson CCA4331047C002 Lines 134-139 I had MPQ set a 0 and the system added a 1 to the column.,,JRLSLLC
4009,inoScript,Logan frig parts in put away going in MX frig loacaton,,JRLSLLC
4010,inoScript,Down time detail showing incorrect shift.,,JRLSLLC
4011,inoScript,cant reupload a doc,,JRLSLLC
4012,inoScript,MPN that doesnt exist gets a part number.,,JRLSLLC
4013,inoScript,Tried to manually add MPNs that are approved.,,JRLSLLC
4014,inoScript,guid misplaced,,JRLSLLC
4015,inoScript,"Everytime I try to save an RMA, it errors out.",,JRLSLLC
4016,inoScript,Lines are not falling off when filled through shortage,,JRLSLLC
4017,inoScript,"When closing a line using a packing list, it closes the SO",,JRLSLLC
4018,inoScript,put away is painfully slow,,JRLSLLC
4019,inoScript,SMT Manager is not showing WO 82785 as on hold.,,JRLSLLC
4020,inoScript,build qty vs. balance qty is doubling,,JRLSLLC
4021,inoScript,something weird in my kit audit...,,JRLSLLC
4022,inoScript,"A box in OOBA had to be rescreened. It has been returned and when it is scanned it gives the message: Sampling Complete, but not signed off. This shouldnt happen. Contact IT if you see this.  Can you please look into this and place the box in OOBA to b",,JRLSLLC
4023,inoScript,CAR is showing red even though they are not past due,,JRLSLLC
4024,inoScript,Black lined quantities in inonet do not match manex.,,JRLSLLC
4025,inoScript,Serial Lookup in the Build Book page doesnt do anything,,JRLSLLC
4026,inoScript,Cannot add two days of PTO or whatever,,JRLSLLC
4027,inoScript,Incorrect syntax near ).,,JRLSLLC
4028,inoScript,Have to enter exact time for PTO and Sabbatical,,JRLSLLC
4029,inoScript,Cannot change the in time,,JRLSLLC
4030,inoScript,BOM Import is Effecting Assembly Dashboard Immediately,,JRLSLLC
4031,inoScript,"board shows in FGI but says it missed a scan at aoi, it wont transfer back",,JRLSLLC
4032,inoScript,"I am continuing a help desk request that was passed on from the weekend shifts. We have a handful of L-3 units that have been tested, and when prompted, we upload the paperwork to the units SN in SFT, but when we select save changes, the SN disappears",,JRLSLLC
4033,inoScript,Where did the MPNs come from.,,JRLSLLC
4034,inoScript,This particular RMA kit wont release to production. wo# 83898,,JRLSLLC
4035,inoScript,Inonet is duplicating guids,,JRLSLLC
4036,inoScript,Tried to create a new part number,,JRLSLLC
4037,inoScript,"We have 3 1000441174s that wont accept any uploaded reports. Weve had this issue happen a few times with the 1000396244 cards. The serial numbers are 8388900022, 83889000338, and 8388900015.",,JRLSLLC
4038,inoScript,The quote module is not recording Lot Traceability,,JRLSLLC
4039,inoScript,cannot submit TP,,JRLSLLC
4040,inoScript,Does not fall off the pink sheet page after filled,,JRLSLLC
4041,inoScript,SO 41701 - I am getting an error message and the sales order will not open.,,JRLSLLC
4042,inoScript,Unable to kill boxes. See image attached.,,JRLSLLC
4043,inoScript,serial detail,,JRLSLLC
4044,inoScript,Production metrics have stopped tracking.,,JRLSLLC
4045,inoScript,Looking for wash input.,,JRLSLLC
4046,inoScript,Error while adding a new question to an assembly,,JRLSLLC
4047,inoScript,"When I Login to Inonet and click more it only gave me 4 drop down without any other options, So for that I can not scan any boards.",,JRLSLLC
